date,type,category,amount
2025-02-23,debit,education,4317.64
2024-07-13,debit,personal,4252.93
2024-12-08,credit,bank transfer,3069.75
2025-04-22,debit,shopping,1294.93
2024-08-15,credit,investments returns,2190.65
2024-11-12,debit,shopping,4227.54
2025-04-15,debit,personal,1369.52
2025-05-04,debit,personal,4969.81
2024-06-01,debit,medical,845.34
2024-07-12,credit,salary,584.87
2024-07-26,credit,investments returns,511.59
2024-07-01,credit,gambling,2288.9
2024-06-18,debit,medical,3428.05
2024-06-20,credit,salary,2733.35
2024-09-05,debit,medical,3558.7
2024-12-14,debit,gambling,1503.61
2025-05-05,credit,gambling,1513.78
2025-04-23,credit,refunds,242.55
2024-08-27,debit,gambling,3369.03
2024-11-13,debit,medical,4771.55
2025-04-19,credit,investments returns,3735.96
2025-05-04,debit,education,1164.62
2025-04-14,credit,salary,1546.35
2024-06-21,debit,personal,2426.48
2024-07-21,debit,finance,4853.41
2024-07-08,credit,investments returns,1848.75
2025-04-01,debit,education,4614.85
2024-09-01,credit,bank transfer,3377.27
2024-05-23,debit,education,2015.43
2024-11-28,debit,finance,4538.02
2024-06-23,credit,salary,3850.32
2024-05-18,credit,gambling,4879.35
2024-11-05,debit,medical,3453.71
2025-02-04,credit,salary,3095.11
2024-08-21,debit,medical,4961.76
2024-11-11,debit,gambling,2260.99
2024-10-19,credit,salary,646.16
2024-09-20,debit,finance,4481.78
2024-07-20,credit,refunds,3386.32
2024-06-29,credit,government benefits,2763.37
2024-11-06,debit,gambling,3348.18
2024-08-10,credit,gambling,769.64
2025-04-25,credit,government benefits,4576.52
2024-11-21,credit,investments returns,4036.94
2024-07-28,credit,salary,4147.87
2025-02-02,debit,education,2055.95
2024-11-25,credit,bank transfer,611.79
2024-06-10,debit,gambling,1299.81
2024-11-22,credit,salary,2694.63
2024-06-28,credit,salary,899.19
2024-10-23,debit,personal,1617.38
2024-12-26,debit,medical,188.59
2025-02-27,credit,gambling,3078.88
2024-06-17,debit,education,1001.91
2024-10-09,debit,education,1237.81
2024-08-23,credit,government benefits,865.48
2025-02-22,debit,shopping,2869.11
2024-06-20,debit,gambling,1937.32
2025-04-29,credit,gambling,3792.4
2025-01-11,credit,salary,2587.13
2024-06-06,debit,personal,2722.5
2024-09-25,debit,medical,1665.86
2025-01-05,credit,government benefits,4197.27
2024-07-09,credit,refunds,925.79
2024-07-28,debit,shopping,2629.47
2024-11-02,debit,finance,1552.48
2024-07-01,debit,medical,3028.13
2025-04-14,debit,personal,1058.18
2025-04-05,debit,medical,3348.21
2025-01-16,credit,government benefits,2111.34
2025-02-12,debit,medical,2650.24
2024-06-29,credit,gambling,1268.75
2024-08-28,credit,gambling,2420.25
2024-07-04,credit,salary,763.77
2025-01-15,debit,gambling,384.33
2024-10-10,credit,investments returns,3330.36
2024-12-18,credit,refunds,3283.46
2024-06-11,debit,personal,2661.28
2024-06-21,debit,education,800.56
2024-08-06,debit,education,4963.53
2024-05-10,credit,government benefits,1865.5
2024-09-29,debit,finance,795.47
2025-03-10,credit,investments returns,1654.75
2024-06-13,credit,salary,1837.78
2024-12-10,credit,government benefits,4060.43
2025-03-28,debit,medical,1702.27
2024-12-21,credit,bank transfer,1900.68
2024-10-25,credit,salary,2477.45
2024-08-27,credit,investments returns,1926.23
2025-04-07,debit,gambling,4278.17
2024-05-16,credit,government benefits,3063.83
2024-05-14,debit,finance,757.87
2024-08-25,debit,education,512.28
2024-10-30,credit,government benefits,235.41
2025-01-27,credit,salary,3822.14
2025-03-11,credit,salary,1497.26
2025-03-21,credit,government benefits,1485.78
2024-12-04,debit,personal,737.29
2025-03-19,debit,finance,2943.18
2025-04-17,debit,personal,2485.62
2024-12-14,credit,bank transfer,4962.23
2024-07-07,debit,gambling,1535.47
2024-11-13,credit,bank transfer,4097.95
2025-04-09,debit,personal,4552.35
2025-05-02,credit,investments returns,3659.67
2024-05-15,debit,medical,2433.13
2024-12-05,debit,shopping,2659.67
2024-06-01,debit,finance,275.82
2025-02-14,credit,investments returns,2132.23
2024-07-14,credit,government benefits,1335.79
2024-06-23,credit,investments returns,2438.31
2025-04-02,debit,personal,393.43
2025-02-05,credit,refunds,1263.68
2024-06-12,credit,investments returns,961.81
2025-02-10,credit,gambling,980.01
2024-08-05,credit,government benefits,260.81
2025-03-27,debit,finance,3744.84
2025-03-22,credit,government benefits,4786.47
2025-03-12,debit,gambling,1546.26
2025-03-25,debit,shopping,623.21
2025-01-18,debit,medical,758.84
2024-11-19,debit,education,2032.87
2024-08-13,credit,gambling,3327.82
2025-01-28,credit,gambling,3234.4
2025-02-02,debit,gambling,447.98
2024-09-03,credit,bank transfer,2501.88
2024-06-05,debit,shopping,597.03
2025-03-12,credit,gambling,42.74
2025-01-15,debit,personal,4016.58
2025-01-20,credit,salary,3308.13
2024-06-22,debit,personal,3362.35
2024-09-02,debit,finance,330.4
2024-11-13,debit,finance,2361.18
2024-11-07,debit,shopping,459.97
2024-12-08,credit,government benefits,721.64
2024-08-04,debit,medical,125.48
2024-09-10,debit,medical,4704.22
2024-11-17,credit,bank transfer,807.13
2024-11-27,credit,investments returns,934.26
2024-09-28,credit,salary,4837.99
2024-08-31,debit,finance,3628.88
2024-05-30,credit,government benefits,911.71
2024-09-30,credit,investments returns,4517.86
2024-09-27,credit,bank transfer,362.59
2025-03-16,credit,bank transfer,3957.81
2024-09-16,debit,personal,1271.8
2024-10-25,credit,refunds,4609.85
2025-04-06,debit,education,1994.08
2024-09-04,debit,personal,4441.06
2024-05-27,credit,gambling,4806.38
2025-03-05,debit,personal,1460.39
2024-11-14,debit,gambling,2272.77
2025-02-08,debit,education,2076.07
2024-08-31,debit,education,3324.57
2025-01-18,credit,refunds,1374.35
2024-10-05,credit,government benefits,3527.71
2024-06-29,credit,refunds,2473.11
2024-09-28,debit,finance,185.51
2024-08-03,credit,salary,812.92
2024-11-18,credit,investments returns,333.46
2024-11-02,credit,government benefits,3011.41
2024-07-01,debit,finance,3502.66
2024-12-09,credit,investments returns,1886.3
2024-12-16,debit,shopping,3295.08
2025-04-05,credit,gambling,4576.57
2025-02-28,credit,salary,1448.46
2024-08-19,credit,bank transfer,907.89
2025-03-13,debit,finance,4206.29
2024-12-10,credit,salary,3722.2
2024-09-25,credit,salary,394.84
2024-09-06,debit,gambling,1505.41
2025-02-11,debit,finance,1541.91
2024-05-26,debit,personal,14.03
2024-11-09,debit,education,1673.49
2024-06-07,debit,education,1063.0
2024-11-28,credit,bank transfer,2115.77
2024-05-12,debit,finance,1951.64
2024-11-21,credit,investments returns,2197.28
2024-12-15,debit,education,1682.42
2024-10-31,credit,refunds,497.87
2024-12-15,debit,personal,3456.25
2024-10-28,credit,salary,2693.39
2024-05-19,debit,finance,393.95
2025-03-14,credit,salary,2481.07
2024-07-28,credit,bank transfer,4153.73
2024-09-04,credit,salary,3390.93
2025-03-07,debit,education,3641.13
2025-01-11,credit,salary,2272.19
2024-10-12,credit,government benefits,2348.75
2025-04-19,debit,medical,1237.68
2024-11-07,debit,medical,3585.43
2024-07-07,credit,salary,4798.66
2024-07-07,debit,finance,2207.15
2024-05-13,credit,government benefits,3937.65
2025-01-24,debit,personal,3812.09
2024-08-08,credit,salary,1751.64
2024-09-20,credit,government benefits,251.62
2025-05-03,debit,education,383.19
2025-03-22,credit,refunds,1440.53
2025-04-25,credit,government benefits,4050.23
2025-02-23,debit,personal,2663.73
2025-03-30,credit,salary,1090.76
2024-09-19,debit,gambling,2424.58
2024-10-10,credit,investments returns,4971.71
2024-11-04,credit,bank transfer,242.14
2024-10-23,debit,finance,1596.78
2024-12-15,credit,bank transfer,612.74
2024-06-27,debit,finance,2833.88
2024-09-30,credit,refunds,1718.95
2025-03-09,credit,refunds,1733.91
2024-12-10,credit,government benefits,586.84
2025-01-28,credit,government benefits,1309.26
2024-05-30,credit,bank transfer,3012.44
2024-07-21,credit,refunds,93.94
2024-11-01,debit,gambling,3146.38
2024-06-02,credit,government benefits,4985.28
2024-12-20,credit,government benefits,2020.77
2025-01-13,credit,bank transfer,362.51
2024-06-13,debit,finance,3494.79
2024-10-14,credit,refunds,2071.77
2024-11-08,credit,government benefits,3479.82
2025-01-12,credit,refunds,3831.61
2025-04-24,credit,bank transfer,2343.21
2024-05-26,debit,education,3706.92
2025-05-02,debit,education,861.73
2024-10-16,credit,gambling,1845.92
2025-01-06,credit,salary,3880.05
2025-03-24,debit,gambling,2561.43
2024-10-24,credit,salary,2437.24
2025-01-05,debit,finance,775.84
2024-06-15,credit,bank transfer,1347.76
2024-12-21,debit,education,4769.15
2025-01-24,credit,bank transfer,689.75
2024-05-15,debit,education,1817.29
2024-07-30,credit,refunds,2832.78
2025-01-28,debit,personal,3234.45
2024-09-18,debit,personal,4464.19
2024-09-02,debit,shopping,2264.14
2024-06-10,credit,salary,1564.78
2025-03-05,credit,bank transfer,3705.54
2025-04-05,credit,refunds,3251.58
2025-04-05,credit,gambling,491.98
2025-03-03,credit,refunds,2193.02
2024-10-27,credit,gambling,1056.22
2025-01-30,debit,finance,2411.36
2024-11-19,credit,salary,973.17
2025-03-10,credit,government benefits,1191.59
2024-07-26,debit,gambling,1160.77
2024-11-13,debit,gambling,3860.35
2024-05-15,debit,gambling,3465.97
2024-07-13,credit,gambling,2746.6
2025-04-30,credit,investments returns,1312.39
2024-08-26,credit,refunds,2429.62
2024-12-13,credit,gambling,237.62
2024-06-17,credit,refunds,3491.46
2024-07-16,debit,education,2500.95
2024-11-02,debit,shopping,2994.31
2024-07-16,debit,education,4778.53
2024-12-01,credit,salary,3585.64
2024-11-14,credit,investments returns,3765.77
2024-06-25,credit,investments returns,157.09
2025-01-23,debit,shopping,59.54
2024-10-04,credit,refunds,701.77
2024-12-24,credit,bank transfer,771.0
2024-10-06,debit,personal,1159.18
2025-02-10,debit,education,350.95
2025-05-02,credit,investments returns,1772.41
2024-07-01,debit,shopping,3589.63
2024-08-19,credit,gambling,4275.52
2025-04-10,credit,gambling,1252.57
2024-05-29,credit,refunds,244.94
2025-02-09,debit,finance,812.14
2024-10-22,credit,salary,859.22
2024-07-04,debit,shopping,2729.42
2024-11-10,credit,salary,3928.49
2024-08-21,debit,shopping,1881.79
2024-11-05,credit,investments returns,1448.79
2025-04-30,credit,government benefits,566.79
2024-09-25,credit,investments returns,198.48
2025-03-15,debit,education,1119.54
2024-11-13,debit,finance,3569.03
2024-11-14,debit,shopping,2995.83
2024-12-29,credit,gambling,4870.74
2024-08-09,credit,gambling,3922.79
2024-07-02,debit,education,4393.79
2025-03-09,debit,medical,1477.86
2024-12-20,credit,refunds,4566.52
2024-05-31,debit,personal,4296.86
2025-03-31,credit,government benefits,2658.76
2024-10-18,credit,investments returns,3182.03
2024-07-14,credit,refunds,2898.07
2024-06-30,debit,education,2046.48
2025-04-16,credit,gambling,3420.71
2024-12-05,debit,medical,4478.45
2024-11-12,debit,personal,3430.45
2024-10-18,credit,refunds,3007.91
2024-11-17,debit,personal,2338.34
2024-09-30,credit,refunds,511.71
2025-03-09,debit,gambling,4543.83
2024-12-27,debit,education,2252.74
2024-12-23,debit,medical,3738.34
2025-03-09,debit,finance,2724.98
2024-11-07,credit,refunds,2846.58
2024-06-16,debit,finance,4451.05
2024-06-28,debit,medical,3111.65
2024-11-22,credit,government benefits,3210.3
2024-08-20,credit,gambling,4321.17
2024-11-04,credit,bank transfer,684.33
2024-10-11,debit,personal,4848.6
2025-04-17,debit,shopping,2590.39
2024-05-19,debit,education,4140.78
2025-02-02,credit,investments returns,3157.08
2024-06-01,debit,shopping,2298.25
2024-07-28,debit,education,1504.6
2025-04-18,credit,investments returns,4189.12
2024-07-13,debit,education,305.11
2024-06-26,credit,salary,4911.32
2025-04-24,credit,salary,3983.13
2024-12-27,debit,gambling,3277.51
2024-12-09,credit,salary,906.53
2024-09-05,credit,government benefits,2214.62
2025-04-15,debit,gambling,2329.11
2024-10-14,credit,government benefits,4010.57
2025-02-03,debit,personal,1575.56
2025-02-05,credit,bank transfer,3039.29
2024-10-02,debit,education,1887.5
2024-11-03,debit,shopping,487.01
2024-06-15,debit,medical,4891.67
2025-01-31,credit,government benefits,1429.58
2024-08-17,credit,investments returns,1532.77
2024-05-21,debit,finance,563.66
2025-01-19,credit,salary,30.86
2025-05-03,debit,medical,989.55
2024-11-04,debit,gambling,4585.06
2025-03-21,credit,refunds,1587.76
2024-08-01,credit,salary,4696.14
2024-08-31,debit,medical,2666.15
2024-11-02,debit,shopping,2871.18
2024-10-12,debit,gambling,4752.83
2024-12-09,debit,gambling,230.68
2024-12-29,debit,finance,2221.76
2024-09-03,credit,investments returns,3958.46
2024-10-18,debit,shopping,778.0
2025-01-19,debit,finance,402.14
2024-08-31,credit,refunds,3306.02
2025-01-09,debit,gambling,3116.14
2024-06-20,credit,salary,2105.67
2024-08-22,credit,refunds,3182.5
2025-03-06,credit,refunds,2085.93
2024-06-28,debit,education,3099.75
2025-01-15,credit,gambling,1777.14
2025-02-20,debit,shopping,2031.02
2024-11-27,credit,bank transfer,1485.87
2024-12-20,debit,personal,4226.0
2025-01-21,debit,shopping,3357.43
2024-07-03,credit,refunds,1745.76
2024-11-01,debit,finance,1974.24
2024-07-13,credit,investments returns,3450.17
2024-07-01,credit,salary,2503.8
2025-04-29,debit,shopping,1192.3
2024-07-25,credit,refunds,657.4
2025-03-07,credit,bank transfer,772.32
2024-12-08,debit,education,4472.03
2025-03-10,credit,government benefits,3739.36
2024-10-24,debit,personal,1468.71
2024-07-29,credit,refunds,3974.22
2024-08-14,credit,gambling,4485.46
2024-11-18,debit,gambling,4975.76
2024-09-02,credit,salary,638.26
2024-08-20,credit,gambling,2270.53
2024-08-14,debit,gambling,938.55
2024-12-15,debit,gambling,4378.16
2024-08-14,credit,refunds,4332.34
2025-01-08,debit,finance,2353.35
2024-12-27,credit,salary,4233.39
2024-07-30,credit,salary,1784.5
2025-03-24,debit,medical,2876.99
2025-01-31,credit,salary,1194.86
2024-11-20,debit,gambling,4479.06
2024-07-19,credit,salary,3169.28
2024-12-28,credit,bank transfer,4359.79
2025-02-03,debit,medical,1241.73
2024-06-12,debit,shopping,4523.97
2024-06-07,debit,medical,937.26
2024-10-23,credit,investments returns,2826.91
2024-09-09,credit,investments returns,2267.4
2025-03-27,credit,refunds,4751.5
2024-08-10,debit,personal,2983.8
2025-02-21,debit,finance,3194.41
2024-11-08,credit,bank transfer,2548.45
2024-06-17,credit,refunds,4493.92
2024-10-22,debit,education,3349.47
2025-04-20,credit,investments returns,4631.6
2024-08-14,credit,gambling,3799.53
2024-12-24,debit,education,726.12
2025-03-22,credit,bank transfer,3098.37
2025-02-02,credit,refunds,3692.21
2024-09-27,debit,personal,886.77
2024-11-01,credit,gambling,3219.86
2024-10-27,debit,shopping,3461.06
2025-04-29,credit,investments returns,4937.07
2024-06-17,debit,shopping,1117.37
2024-08-12,debit,gambling,3129.55
2024-10-08,debit,gambling,1289.35
2024-08-21,credit,salary,2521.62
2025-02-21,credit,bank transfer,3013.25
2025-05-03,debit,shopping,4323.01
2025-02-08,credit,government benefits,3009.59
2025-01-25,credit,bank transfer,2661.28
2024-10-23,debit,personal,4125.28
2024-06-19,credit,government benefits,3411.29
2024-07-22,credit,salary,1750.66
2024-12-09,credit,government benefits,1886.96
2024-11-29,credit,refunds,1729.41
2024-10-30,debit,medical,1490.11
2025-01-08,debit,medical,1691.36
2024-05-10,credit,government benefits,2658.19
2024-10-28,debit,education,690.93
2024-08-12,credit,refunds,4897.18
2024-07-19,credit,government benefits,4949.79
2024-09-25,credit,bank transfer,3420.16
2024-07-09,debit,education,871.42
2024-08-24,debit,education,1417.27
2024-10-22,credit,salary,3703.73
2024-05-14,credit,bank transfer,738.22
2025-03-26,debit,finance,2322.33
2024-08-09,credit,gambling,2977.79
2024-08-17,debit,finance,714.14
2024-08-22,credit,bank transfer,772.49
2024-10-02,debit,finance,351.18
2024-05-28,credit,gambling,570.02
2024-06-17,credit,gambling,561.77
2025-03-29,debit,shopping,1156.3
2024-05-30,credit,investments returns,486.55
2024-09-18,credit,refunds,2280.31
2024-11-28,credit,gambling,4993.65
2025-03-14,debit,gambling,1519.14
2025-04-11,credit,salary,3781.92
2024-08-29,debit,gambling,1705.34
2024-10-18,credit,bank transfer,523.61
2024-06-18,debit,education,3889.66
2024-09-27,credit,gambling,3312.07
2024-12-17,credit,investments returns,2486.7
2025-02-27,debit,education,1260.73
2024-08-19,credit,investments returns,3945.48
2025-03-26,credit,bank transfer,4001.0
2024-08-15,debit,finance,1415.99
2024-08-17,debit,shopping,4985.87
2024-08-12,credit,government benefits,4495.69
2024-11-03,debit,shopping,3251.75
2025-01-30,debit,personal,450.44
2024-05-24,debit,education,1521.31
2025-04-06,credit,bank transfer,2212.17
2024-06-15,debit,medical,1875.81
2024-12-28,debit,personal,4951.6
2024-05-25,debit,medical,2613.22
2025-04-10,debit,personal,3659.08
2024-09-24,debit,medical,4428.52
2025-01-11,debit,medical,3111.11
2024-06-08,debit,education,685.82
2024-12-03,debit,medical,1381.02
2024-05-07,credit,government benefits,1418.08
2024-09-17,credit,refunds,62.04
2024-12-12,debit,finance,56.83
2024-07-19,debit,education,3850.03
2024-07-30,credit,government benefits,1547.8
2024-08-26,credit,investments returns,1296.61
2025-01-05,credit,investments returns,1928.45
2024-07-03,credit,gambling,1194.88
2025-02-23,credit,bank transfer,4531.85
2025-04-11,debit,education,4911.99
2024-12-23,debit,education,4019.44
2024-07-25,debit,finance,4853.46
2025-05-03,debit,gambling,3570.93
2025-04-06,credit,investments returns,3214.89
2024-10-10,debit,finance,4545.7
2024-05-26,credit,gambling,4364.73
2024-07-29,debit,education,3697.59
2025-04-09,debit,shopping,2721.89
2024-07-31,debit,personal,3145.31
2024-06-22,debit,shopping,122.39
2024-06-19,credit,bank transfer,1525.82
2024-05-09,credit,salary,3848.46
2024-09-04,credit,gambling,3713.99
2024-11-23,debit,shopping,3717.07
2024-09-10,debit,education,746.42
2025-01-21,credit,government benefits,1071.52
2024-06-12,credit,salary,4407.96
2024-08-17,debit,education,3213.83
2024-11-25,credit,bank transfer,3962.58
2025-03-28,credit,salary,1786.53
2024-10-05,credit,gambling,61.15
2025-02-19,debit,shopping,4735.05
2025-04-25,debit,gambling,4175.76
2024-09-13,debit,medical,666.37
2025-02-13,debit,medical,2186.14
2024-06-16,credit,government benefits,567.13
